model,training_size,distribution,reversibility_error,hamiltonian_error,time,ess
GradGSymplecticNNgHMC,0.325,gaussian,2.5409454e-05,"[0.925358   0.9516891  0.9225192  0.9320287  0.9288143  0.948223
 0.94342726 0.93450904 0.9338914  0.9422514  0.93638086 0.92586744
 0.94176954 0.9146842  0.9462557  0.94703245 0.936687   0.95332575
 0.9331604  0.93621176 0.9376645  0.9242544  0.8963646  0.92695093
 0.9042108  0.9518913  0.9446618  0.94366693 0.9443326  0.9171788
 0.9429842  0.9333038  0.95521295 0.93772453 0.9008152  0.95189416
 0.93185365 0.90689075 0.92312336 0.9470892  0.9347776  0.951029
 0.93682957 0.94437456 0.94645184 0.95622814 0.9227044  0.9458169
 0.9392657  0.94175595 0.9122251  0.9312258  0.9461317  0.9355892
 0.95745057 0.952919   0.95292664 0.9374639  0.9481194  0.95773506
 0.9480848  0.9420599  0.9498228  0.9525628  0.9199619  0.93567914
 0.93655145 0.93710655 0.9434848  0.92626685 0.94750375 0.94501877
 0.9304328  0.9124548  0.9430482  0.9445736  0.9313539  0.946438
 0.9213165  0.92070365 0.93604916 0.9389641  0.929053   0.9550512
 0.9552635  0.9378576  0.9327636  0.9265269  0.94388884 0.9382178
 0.9172222  0.9489378  0.9562709  0.9465393  0.94933224 0.9364667
 0.9115318  0.9393054  0.95359325 0.95642316]",14.100611448287964,48.64278066615372
RevGSymplecticNNgHMC,0.325,gaussian,2.2321958e-14,"[0.92499894 0.95150554 0.92203826 0.9306507  0.9283941  0.9477687
 0.9429163  0.934283   0.93375844 0.9418287  0.9357556  0.9258303
 0.94176674 0.9140186  0.946315   0.9470705  0.93644893 0.9532962
 0.9328884  0.9359797  0.93765295 0.9238824  0.89633226 0.92651814
 0.90370893 0.9518733  0.94440144 0.9433243  0.94403696 0.91657966
 0.942819   0.9331788  0.9552785  0.9373471  0.90045613 0.95191926
 0.93149364 0.9065728  0.9231123  0.94667614 0.9346018  0.95067155
 0.9366405  0.94435596 0.9464361  0.9562216  0.9225429  0.94567794
 0.9392934  0.9416234  0.9119434  0.93074024 0.9459049  0.9348723
 0.9574539  0.9529848  0.95287716 0.93713415 0.947948   0.95776594
 0.9479183  0.9414135  0.9497471  0.9524503  0.91975856 0.9355127
 0.93616027 0.93702424 0.94356954 0.9257177  0.9474945  0.9449417
 0.93002594 0.91227996 0.94288844 0.9443768  0.93131185 0.946102
 0.92121196 0.9200554  0.9358387  0.93846834 0.92894256 0.9550954
 0.95515454 0.9375552  0.93227637 0.9261403  0.9437272  0.93797624
 0.91621256 0.948827   0.95621264 0.9465763  0.9492887  0.9365363
 0.9113492  0.939168   0.9534644  0.9563366 ]",13.965440511703491,2346.982835089125
RevGradGSymplecticNNgHMC,0.325,gaussian,2.5209132e-14,"[0.9253882  0.9516141  0.9225588  0.9319018  0.9287879  0.9481454
 0.9434017  0.9344713  0.9339483  0.9422002  0.936267   0.92591214
 0.94177306 0.9145138  0.9462897  0.94702005 0.93664163 0.9533517
 0.9331018  0.93617976 0.9376844  0.9241912  0.8962881  0.926924
 0.9042276  0.9519199  0.9446362  0.9435636  0.9442906  0.9171431
 0.9429693  0.93323153 0.95522547 0.93772864 0.90067065 0.95183265
 0.93180704 0.90684795 0.9231647  0.947102   0.9348151  0.9509892
 0.9367794  0.9443263  0.94647217 0.95623606 0.9227791  0.94581544
 0.9392101  0.94173646 0.9121704  0.9311471  0.9461117  0.93552494
 0.9574666  0.9528984  0.95290965 0.9375175  0.948071   0.9577338
 0.9481034  0.94199383 0.9498238  0.9525583  0.9198626  0.9356699
 0.9365368  0.93708014 0.9434468  0.9261788  0.947529   0.9450264
 0.93031615 0.91233224 0.9429938  0.9445193  0.9313253  0.94641817
 0.921275   0.9206516  0.93603766 0.9389612  0.92900527 0.955043
 0.95525527 0.9378494  0.93272495 0.92637634 0.9437866  0.93810743
 0.9169569  0.948909   0.95625365 0.9465407  0.94928193 0.9364287
 0.91153353 0.9392731  0.95359445 0.9563963 ]",21.79337430000305,2388.0458157775315
HMC,0.325,high_dimensional_gaussian,1.5856961e-15,"[0.9424369  0.9455217  0.9345267  0.9418707  0.9470227  0.94220227
 0.9297615  0.93546504 0.9279071  0.9268664  0.9432955  0.93751013
 0.94593656 0.93102187 0.9269854  0.9345414  0.9335198  0.9385556
 0.9359357  0.94407123 0.9329634  0.941164   0.94316405 0.9385984
 0.93121284 0.9357168  0.92379177 0.9265485  0.9402647  0.92959213
 0.93794036 0.9308929  0.9251493  0.93297863 0.9290346  0.94005436
 0.9466561  0.94163436 0.93624467 0.92568195 0.93496054 0.9270848
 0.9419389  0.93325925 0.9277773  0.9336462  0.930017   0.94961375
 0.9352869  0.93507355 0.9406166  0.936711   0.93621385 0.94339025
 0.94406676 0.9218583  0.9339447  0.9317381  0.9389102  0.9344139
 0.94053173 0.9449589  0.93333185 0.94203174 0.93005836 0.93840027
 0.93987244 0.9355681  0.9358949  0.94139767 0.93064135 0.9388775
 0.9428646  0.9371933  0.93692183 0.9356445  0.9419974  0.9449496
 0.94531155 0.9446685  0.94511735 0.9387026  0.94626254 0.9402527
 0.9423456  0.93948287 0.9409636  0.93458694 0.9326434  0.9385761
 0.9380783  0.93847483 0.9411637  0.9316504  0.92770004 0.94613004
 0.9373476  0.939079   0.9300262  0.9373441 ]",48.46758270263672,303.64125925194963
SymplecticNNgHMC,0.325,high_dimensional_gaussian,6.6885326e-07,"[0.9424342  0.94552255 0.93453157 0.9418689  0.9470242  0.9421944
 0.9297671  0.9354631  0.92790747 0.9268688  0.94328964 0.93751526
 0.94594336 0.9310192  0.92699623 0.9345398  0.9335183  0.9385602
 0.935944   0.9440721  0.9329772  0.9411644  0.9431745  0.9385977
 0.9312147  0.9357125  0.92377687 0.9265379  0.9402577  0.9295723
 0.93793666 0.9309112  0.92514646 0.9329843  0.9290523  0.9400622
 0.9466526  0.94163597 0.9362461  0.9256899  0.9349507  0.9270913
 0.94193953 0.93324375 0.92778605 0.93367183 0.9300377  0.94961613
 0.9352791  0.93506265 0.9406184  0.93671894 0.93622005 0.9433907
 0.94405234 0.9218628  0.9339323  0.93174505 0.9389018  0.93440807
 0.94053257 0.9449551  0.93331194 0.94202745 0.93006706 0.93840235
 0.9398675  0.93556184 0.9358883  0.9413921  0.93064356 0.93888396
 0.9428513  0.9371909  0.9369189  0.93563336 0.9419968  0.94496787
 0.9453084  0.9446618  0.9451074  0.9387115  0.9462577  0.9402422
 0.9423474  0.9394797  0.9409594  0.93458784 0.93264097 0.9385726
 0.9380841  0.93847054 0.9411661  0.93164384 0.9276985  0.9461293
 0.93735385 0.9390706  0.9300312  0.9373343 ]",83.07583832740784,332.7778550557425
GSymplecticNNgHMC,0.325,high_dimensional_gaussian,3.9057064e-05,"[0.94242096 0.94553125 0.9344821  0.9418928  0.94701564 0.9422054
 0.9297521  0.93544674 0.92789054 0.9268557  0.9433028  0.9375129
 0.9459359  0.9310111  0.92699474 0.9345314  0.93352306 0.9385438
 0.93594205 0.94404835 0.9329564  0.9411687  0.9431774  0.9386047
 0.9312245  0.93571186 0.9237664  0.92655647 0.9402663  0.9296002
 0.9379307  0.93090916 0.925173   0.9329692  0.9290689  0.9400489
 0.946665   0.9416274  0.93624413 0.9256716  0.9350122  0.92709816
 0.9419408  0.93325937 0.92777526 0.9336468  0.9300202  0.9496161
 0.93527454 0.9350564  0.94060415 0.9367212  0.9362043  0.94338787
 0.94405913 0.92185205 0.93394035 0.93176043 0.93888366 0.93442744
 0.94053984 0.9449599  0.9333619  0.9420414  0.93007296 0.938406
 0.9398533  0.9355767  0.93588877 0.94138163 0.9306428  0.93886983
 0.942863   0.9372077  0.93692195 0.9356605  0.94199485 0.94494957
 0.9453093  0.94468534 0.94511145 0.9386778  0.9462476  0.94024104
 0.9423439  0.9394829  0.9409605  0.93458843 0.93268156 0.93855524
 0.9380843  0.93850136 0.94115984 0.9316556  0.9276931  0.94613826
 0.9373271  0.9390944  0.9300202  0.9373635 ]",37.61531209945679,323.3165211574672
GradSymplecticNNgHMC,0.325,high_dimensional_gaussian,5.6053824e-07,"[0.9424399  0.94552296 0.93452215 0.94186866 0.9470267  0.9421984
 0.9297581  0.93546265 0.9278981  0.926867   0.94329846 0.93751967
 0.9459359  0.9310157  0.9269948  0.9345419  0.9335345  0.9385583
 0.93594575 0.9440729  0.9329704  0.941163   0.9431709  0.9386059
 0.9312216  0.9357177  0.9237932  0.9265404  0.94026226 0.92958534
 0.9379436  0.9309006  0.9251479  0.9329845  0.9290489  0.9400589
 0.94665074 0.94163406 0.9362442  0.925683   0.9349531  0.92708015
 0.94193906 0.93325806 0.9277855  0.9336574  0.9300351  0.94962037
 0.93528366 0.9350671  0.94061995 0.93671906 0.936219   0.94338274
 0.9440646  0.9218619  0.93394464 0.9317483  0.93891525 0.93441296
 0.94053596 0.944963   0.9333358  0.942034   0.9300569  0.93840283
 0.9398699  0.93557024 0.9358875  0.9413997  0.9306387  0.9388772
 0.94286555 0.9371966  0.93692225 0.93564737 0.9420001  0.944957
 0.94531226 0.9446691  0.9451175  0.9387045  0.94626206 0.940259
 0.9423441  0.9394831  0.94096535 0.9345944  0.9326471  0.9385786
 0.93807715 0.93847454 0.94116706 0.9316558  0.9277024  0.94613
 0.9373522  0.93908536 0.93002164 0.9373431 ]",174.82079458236694,330.38427665739493
GradGSymplecticNNgHMC,0.325,high_dimensional_gaussian,2.1228705e-05,"[0.942404   0.9455268  0.93452644 0.9418677  0.9470273  0.9422137
 0.9297575  0.9354663  0.9279164  0.9268912  0.94329786 0.9375129
 0.94593346 0.93100786 0.92698014 0.9345349  0.9335246  0.93855715
 0.9359205  0.9440815  0.93296444 0.9411583  0.94317544 0.9386085
 0.93120545 0.9357175  0.92378604 0.9265628  0.9402787  0.92958724
 0.93795    0.93090314 0.9251727  0.93297756 0.9290333  0.9400524
 0.9466561  0.9416353  0.9362466  0.9256958  0.9349791  0.92710817
 0.9419502  0.9332754  0.92778134 0.9336548  0.93003577 0.94961214
 0.93528146 0.93507516 0.9406249  0.9367113  0.93621486 0.9433815
 0.9440659  0.9218647  0.9339318  0.9317368  0.938904   0.9344281
 0.94053614 0.94495916 0.9333329  0.9420335  0.93008584 0.9383974
 0.9398498  0.93558663 0.9358816  0.9413768  0.9306504  0.938869
 0.94286126 0.9372053  0.93691623 0.9356555  0.9419982  0.9449479
 0.94530475 0.94467556 0.94511336 0.9386945  0.9462661  0.94024456
 0.94234943 0.9394869  0.940977   0.93458885 0.9326815  0.9385859
 0.9380812  0.9385059  0.94117904 0.93165445 0.9277183  0.94613236
 0.9373411  0.93910635 0.9300401  0.937358  ]",99.1059455871582,324.9026351723126
RevGSymplecticNNgHMC,0.325,high_dimensional_gaussian,5.840236e-15,"[0.942455   0.94552296 0.93452513 0.94186735 0.9470233  0.942203
 0.9297714  0.935456   0.9278993  0.9268524  0.94330305 0.9375248
 0.9459335  0.9310087  0.92699957 0.9345343  0.9335326  0.9385557
 0.93594813 0.94407725 0.93294597 0.9411591  0.9431626  0.938615
 0.9312291  0.93575305 0.9237918  0.926547   0.94025505 0.92958224
 0.9379462  0.9309039  0.9251701  0.9329774  0.92907333 0.940061
 0.94666404 0.94163084 0.9362414  0.9256832  0.9349625  0.92709386
 0.9419383  0.93325126 0.92779464 0.9336516  0.93002784 0.94961727
 0.9352762  0.9350591  0.9406208  0.9367311  0.9362081  0.9433845
 0.9440634  0.9218938  0.9339515  0.93177104 0.9389119  0.9344171
 0.940536   0.9449624  0.933345   0.94203705 0.93007845 0.93839264
 0.93987715 0.93556565 0.9358884  0.94139516 0.9306547  0.93886554
 0.9428923  0.9371978  0.936923   0.935668   0.941991   0.9449565
 0.9453132  0.9446721  0.94511855 0.9386878  0.9462576  0.9402547
 0.9423455  0.9394864  0.9409584  0.93460006 0.9326657  0.9385828
 0.93807745 0.93848056 0.94117785 0.9316644  0.9276943  0.9461237
 0.9373559  0.93909425 0.9300363  0.9373512 ]",56.69968819618225,331.72779827651124
RevGradGSymplecticNNgHMC,0.325,high_dimensional_gaussian,5.2029075e-15,"[0.9424541  0.9455218  0.93453    0.94186544 0.9470217  0.9421997
 0.92976636 0.9354639  0.92789906 0.9268636  0.94330347 0.9375299
 0.9459383  0.93102264 0.92700577 0.93454313 0.9335283  0.9385581
 0.9359529  0.94407624 0.9329664  0.9411677  0.9431593  0.93860716
 0.93122023 0.93573534 0.92377937 0.9265556  0.94026154 0.9295826
 0.9379525  0.9309208  0.92516583 0.93299115 0.92908716 0.940056
 0.94666284 0.9416387  0.9362407  0.92568225 0.93496674 0.92709243
 0.94193953 0.93325996 0.9278054  0.9336454  0.9300355  0.94961786
 0.9352875  0.9350623  0.9406185  0.9367217  0.93620986 0.94339085
 0.9440632  0.92189205 0.9339558  0.9317576  0.93891454 0.93441886
 0.94053954 0.94496477 0.93334293 0.9420395  0.93006754 0.9383979
 0.9398694  0.9355658  0.93589324 0.94140196 0.9306601  0.93887055
 0.9428846  0.9371977  0.93692416 0.93566656 0.94199646 0.9449603
 0.9453108  0.94466865 0.945122   0.9386913  0.9462592  0.9402559
 0.9423504  0.93948525 0.9409652  0.9346046  0.9326634  0.93858516
 0.93808264 0.93848085 0.94117683 0.93165344 0.9277015  0.94612825
 0.9373598  0.93908954 0.9300388  0.9373471 ]",185.8635151386261,329.8866281210518
HMC,0.325,normal_normal,1.0534282e-15,"[0.9289756  0.9495901  0.9488168  0.94132745 0.9250168  0.9518217
 0.90757775 0.94301987 0.954066   0.9237075  0.93585867 0.9352573
 0.9434456  0.8996636  0.9329779  0.92256486 0.94386554 0.8916278
 0.9391856  0.9428824  0.9450206  0.949732   0.9333066  0.9261252
 0.9003649  0.95283765 0.9405627  0.9515161  0.9217924  0.95160806
 0.9399992  0.9233532  0.9281744  0.95291996 0.92842996 0.92986584
 0.94233006 0.9495714  0.9350073  0.93820226 0.9488687  0.8816554
 0.8995447  0.8937499  0.94872737 0.9471319  0.9243276  0.9497032
 0.9368533  0.9167603  0.9138863  0.9326062  0.94075763 0.9489187
 0.93021    0.93808    0.9380681  0.93808126 0.93416184 0.9452481
 0.95202255 0.9447789  0.94552535 0.9475788  0.9445318  0.9505477
 0.9329361  0.93990266 0.94600093 0.9480003  0.9505514  0.9397024
 0.94528306 0.9400897  0.9344665  0.93699884 0.9437215  0.9508004
 0.9495617  0.9317446  0.9302529  0.9260788  0.94968224 0.9514815
 0.95072955 0.92416334 0.9508003  0.94915044 0.928935   0.95028913
 0.9491631  0.93648505 0.93957996 0.95164555 0.94896287 0.9420457
 0.947227   0.94882363 0.9501604  0.93933487]",77.11219048500061,408.63140323767874
SymplecticNNgHMC,0.325,normal_normal,0.0004962595,"[0.92699337 0.9501497  0.9481759  0.9393756  0.9215789  0.951091
 0.90777177 0.94155276 0.9541029  0.9243481  0.9292091  0.9338889
 0.9422447  0.8980043  0.9338431  0.9222741  0.94315976 0.85590744
 0.9361481  0.94104767 0.94400376 0.94949096 0.93340915 0.92676544
 0.89880407 0.95190525 0.9395002  0.9517652  0.916398   0.9514955
 0.93828005 0.9135579  0.92420834 0.95284796 0.9280236  0.93062913
 0.9424685  0.9490031  0.9354252  0.9379885  0.9490324  0.8819563
 0.90019464 0.8952362  0.9479894  0.94760776 0.9253513  0.9502098
 0.93683386 0.91623735 0.91676605 0.9321577  0.9392538  0.9483634
 0.9291711  0.9379728  0.9374258  0.93862045 0.93607235 0.94501054
 0.9514917  0.9454969  0.94522446 0.9482226  0.9442152  0.94966954
 0.932387   0.93996304 0.94617105 0.9484362  0.94980466 0.93326664
 0.9455277  0.939275   0.9284126  0.9375453  0.94123816 0.9500815
 0.94931924 0.92812955 0.9289284  0.9259817  0.9496361  0.95149386
 0.95027864 0.9228813  0.9496068  0.9489541  0.9256692  0.9505107
 0.9492669  0.9341488  0.93807954 0.95066255 0.9485123  0.9420297
 0.9474633  0.9478344  0.94992185 0.93357706]",77.70415759086609,164.26769104653044
GSymplecticNNgHMC,0.325,normal_normal,0.00013184566,"[0.9291556  0.9497606  0.94876444 0.94157636 0.9276273  0.95184803
 0.90782297 0.94262856 0.95403504 0.9237339  0.9356672  0.93530416
 0.94340646 0.8991782  0.932979   0.922534   0.943916   0.8997881
 0.939139   0.9428681  0.94499034 0.9497446  0.93382525 0.9261114
 0.8990957  0.95288014 0.9407357  0.9512824  0.9220815  0.95164585
 0.9401578  0.9238798  0.928707   0.9528999  0.9283368  0.92979467
 0.9422873  0.9496126  0.93508476 0.9383563  0.94863147 0.8822069
 0.89968586 0.8938731  0.94870985 0.9471342  0.9243401  0.94951147
 0.9368169  0.9170622  0.9135193  0.932704   0.9408145  0.9489082
 0.92998374 0.93799067 0.9379551  0.93802994 0.9345828  0.94527996
 0.9520407  0.9447727  0.9456412  0.94769454 0.9446367  0.9505612
 0.932908   0.9398543  0.94602203 0.9480507  0.95056236 0.9395692
 0.9454111  0.940063   0.9337796  0.93690336 0.94315356 0.9508447
 0.9494962  0.9321696  0.93061006 0.9260886  0.9496967  0.9514408
 0.9505886  0.9240813  0.9508815  0.94917667 0.92893445 0.95027924
 0.94929993 0.9376585  0.93960285 0.9516449  0.94866484 0.9420735
 0.94732445 0.9487467  0.9498965  0.9386089 ]",38.97813653945923,479.8707202051704
GradSymplecticNNgHMC,0.325,normal_normal,0.00021340772,"[0.92787933 0.95043963 0.9482803  0.9398875  0.9254689  0.9511639
 0.90762776 0.9431824  0.9541442  0.92439795 0.9301345  0.93430185
 0.94262516 0.8994278  0.9336029  0.9221668  0.94323176 0.8648154
 0.9363569  0.94167006 0.9442452  0.94939697 0.93122005 0.9269823
 0.89911765 0.95198    0.9400542  0.95197284 0.9177415  0.9515626
 0.9389962  0.91389    0.9255142  0.9528985  0.9279849  0.93045324
 0.9434949  0.94902533 0.9350922  0.9383623  0.9498724  0.881461
 0.8999271  0.8938713  0.9480524  0.94723886 0.92500234 0.95042896
 0.9368782  0.9156229  0.9163084  0.9314132  0.93949306 0.9483926
 0.9296807  0.9379064  0.9377813  0.9381     0.9361674  0.94492286
 0.9515538  0.9452159  0.9453348  0.9477657  0.94428825 0.9497528
 0.932495   0.93987024 0.94605273 0.947852   0.9499034  0.9352479
 0.9453494  0.9394905  0.9280367  0.93777096 0.9428248  0.95013446
 0.9491428  0.9276654  0.9293682  0.9261653  0.9496543  0.9515828
 0.9506476  0.9234537  0.94981074 0.9488737  0.9251     0.95048016
 0.9488083  0.9360064  0.9393274  0.9507546  0.9488256  0.9418926
 0.94758403 0.9483044  0.95026106 0.9358381 ]",111.75153017044067,60.726007467044425
GradGSymplecticNNgHMC,0.325,normal_normal,2.5836243e-05,"[0.92909575 0.94968176 0.9487624  0.94145715 0.9274458  0.9518266
 0.90758896 0.94288415 0.9540271  0.9236679  0.9360854  0.9354498
 0.9434341  0.89988375 0.93290746 0.92250824 0.9438836  0.9010324
 0.93917215 0.94291353 0.94497085 0.94969606 0.93353176 0.9262303
 0.89957285 0.9528968  0.940537   0.9513709  0.9221632  0.95159364
 0.940201   0.9233055  0.92831135 0.9529244  0.928395   0.92975557
 0.94239664 0.94970894 0.9350068  0.9383351  0.94874895 0.88206786
 0.8996789  0.894133   0.94870585 0.94713044 0.9242201  0.94965947
 0.93682563 0.9167776  0.9137876  0.93246335 0.94089335 0.948867
 0.9300567  0.9380383  0.93811435 0.9380044  0.9343952  0.94524086
 0.952086   0.9447918  0.94555235 0.9476328  0.9445464  0.95058656
 0.93295443 0.93987167 0.9460785  0.94805145 0.95053095 0.93984836
 0.94528383 0.94010496 0.9334246  0.93701124 0.94349205 0.950828
 0.9495517  0.93172204 0.93035173 0.9260933  0.94973505 0.95147216
 0.95066357 0.92416894 0.950884   0.9491522  0.92896956 0.9503237
 0.9492619  0.937566   0.9396844  0.9516777  0.94878596 0.94206655
 0.9472351  0.94877815 0.9500255  0.9391524 ]",51.834001779556274,428.9400462291404
RevGSymplecticNNgHMC,0.325,normal_normal,7.597746e-15,"[0.92909354 0.94971025 0.9487891  0.9413247  0.92769194 0.9518139
 0.9077283  0.9427148  0.9540385  0.9239323  0.9360088  0.93559
 0.94341564 0.8993416  0.9329557  0.92253464 0.9439261  0.9004342
 0.93921345 0.942842   0.94499683 0.94973725 0.9337138  0.9262141
 0.8992791  0.9528563  0.94063777 0.95134753 0.92211646 0.9515943
 0.94021404 0.9237856  0.9285488  0.9529299  0.9283918  0.92993325
 0.9422853  0.9496233  0.9350915  0.9382197  0.94869775 0.88226384
 0.89957017 0.8938364  0.9486542  0.9471607  0.9244957  0.94960546
 0.936886   0.9168018  0.913569   0.9325129  0.94092506 0.94891024
 0.93009853 0.9380383  0.9380314  0.9380865  0.9344734  0.94528556
 0.95204294 0.94479597 0.9455503  0.9476166  0.9445201  0.95053995
 0.9329051  0.9398906  0.9460539  0.9480462  0.95048296 0.93979084
 0.9453387  0.94006395 0.9338707  0.9369949  0.94330806 0.9507984
 0.94954693 0.93191814 0.93043506 0.9261458  0.9497258  0.95148706
 0.95065635 0.9239905  0.9508366  0.9491736  0.9290072  0.95031655
 0.9492711  0.9375304  0.93974483 0.9516489  0.94873494 0.94208777
 0.94727206 0.9487947  0.9499797  0.93885005]",50.569082736968994,443.7578223422737
RevGradGSymplecticNNgHMC,0.325,normal_normal,7.0198444e-15,"[0.9292512  0.94957036 0.9487609  0.94136256 0.9268856  0.9517937
 0.9077004  0.9428263  0.954039   0.9237757  0.9361032  0.9354267
 0.94348264 0.8996662  0.9329431  0.92248195 0.9438409  0.9003493
 0.9391534  0.94290036 0.9450404  0.94971716 0.93337786 0.92627805
 0.89981973 0.9528586  0.94057053 0.9514264  0.9222414  0.9515793
 0.94013345 0.9231702  0.92834413 0.95292604 0.928359   0.9298147
 0.9421787  0.9496546  0.9350519  0.9382557  0.94878876 0.88204277
 0.8993484  0.89381236 0.94865596 0.9471594  0.9243283  0.94974077
 0.9368503  0.91654885 0.9136497  0.9323947  0.9408369  0.9489044
 0.9302437  0.9379984  0.9381175  0.93804455 0.9342877  0.94528186
 0.95203704 0.9447894  0.94551706 0.9476387  0.9444889  0.9505436
 0.9329115  0.9398397  0.9460118  0.94808215 0.950467   0.9399368
 0.9452939  0.94010675 0.93374914 0.93698543 0.94360083 0.9507892
 0.94954777 0.9314925  0.9303163  0.9260901  0.94970596 0.95149183
 0.95072377 0.92413783 0.9508128  0.94916385 0.92892694 0.9503252
 0.9492399  0.93701553 0.9397297  0.95168537 0.948815   0.9420676
 0.9472456  0.94881725 0.9500968  0.9393306 ]",87.2467315196991,438.1902544320215
HMC,0.55,banana,1.8260948e-14,"[0.9218824  0.9885332  0.68104994 0.89091265 0.9147811  0.9333307
 0.8745748  0.7493285  0.98297095 0.9173891  0.95895755 0.9443184
 0.9765382  0.8302562  0.983124   0.8940634  0.97620887 0.92896354
 0.97462785 0.95498157 0.9529351  0.9900824  0.8523395  0.9751998
 0.965991   0.9585013  0.9492712  0.93052214 0.98462    0.9389318
 0.95183134 0.97341084 0.9374792  0.98535794 0.798438   0.977461
 0.9079323  0.93761367 0.97785854 0.96667016 0.968579   0.9606721
 0.9243285  0.700639   0.8268053  0.94553614 0.9108297  0.9224593
 0.9440651  0.96847767 0.8449547  0.9467772  0.8874903  0.9617642
 0.94280905 0.89095277 0.89655423 0.89194477 0.94817436 0.98571295
 0.95332855 0.9714166  0.95957726 0.9521226  0.92935836 0.96868026
 0.92953694 0.81906164 0.9384271  0.8959829  0.7579844  0.92241716
 0.97050655 0.9709136  0.98442525 0.90306854 0.9590434  0.96400344
 0.91756266 0.87772024 0.93767804 0.9393179  0.9757596  0.95039654
 0.948549   0.9595407  0.9247429  0.96760094 0.98145294 0.98766077
 0.959171   0.9039717  0.9422641  0.987151   0.95690846 0.8822311
 0.9187074  0.9633841  0.92800796 0.9015765 ]",22.64798617362976,1.4899863914922595
SymplecticNNgHMC,0.55,banana,0.060061466,"[0.92853993 0.9860138  0.6267791  0.29435256 0.912131   0.96256495
 0.03480718 0.83932894 0.9882065  0.74187255 0.63253546 0.51875865
 0.9640192  0.51610136 0.9294016  0.15291123 0.81037897 0.8756968
 0.98556983 0.85023034 0.92093885 0.9833688  0.32493028 0.9587833
 0.74172723 0.90333843 0.58503926 0.47645485 0.9598243  0.5706117
 0.8769797  0.9197124  0.6741513  0.98055667 0.10880256 0.93009794
 0.2820782  0.64680713 0.97234094 0.89733213 0.9298185  0.961693
 0.18146175 0.8440713  1.2164872  0.67174786 0.7974957  0.8324851
 0.75155365 0.88515234 0.80300534 0.7260618  0.77782935 0.9495551
 0.49033722 0.19466148 0.48864537 0.9467282  0.94974124 0.9645109
 0.6664723  0.94375885 0.9799902  0.69535744 0.35135663 0.9468147
 0.8684212  0.4226424  0.6242436  0.09176739 0.43760452 0.79465234
 0.92458487 0.96860933 0.9352705  0.706165   0.81288517 0.9761748
 0.5538773  0.6676485  0.6750948  0.8288294  0.97496843 0.7569727
 0.89903235 0.92359495 0.7269577  0.9671278  0.9608113  0.97679514
 0.8187515  0.7232527  0.71869063 0.9839782  0.85554993 0.9323413
 0.32427436 0.8687353  0.94882977 0.05393997]",47.893991231918335,6.669124616403995
GSymplecticNNgHMC,0.55,banana,0.08156656,"[0.9251     0.98360586 0.63411176 0.2738884  0.9071363  0.96227777
 0.07415654 0.8233201  0.98918056 0.8178996  0.66021353 0.58959603
 0.9545884  0.51282334 0.932774   0.08920062 0.76954126 0.8770255
 0.9801971  0.80173874 0.91515607 0.9779562  0.302585   0.95804906
 0.8468992  0.90892214 0.62206066 0.517485   0.95359755 0.5870479
 0.855356   0.924288   0.7719731  0.9766854  0.18681507 0.9511354
 0.417227   0.6201121  0.9660233  0.8898579  0.93067646 0.95653427
 0.21668434 0.84146225 1.056996   0.6583537  0.85261124 0.8756585
 0.7444639  0.8707137  0.7722685  0.74066037 0.7589264  0.94082296
 0.36735433 0.2140626  0.42695412 0.9476161  0.94415176 0.9593312
 0.6086744  0.9486217  0.9790706  0.69139814 0.3654097  0.95947325
 0.88606834 0.40484166 0.61514807 0.11926194 0.3902995  0.7964455
 0.92088115 0.9628932  0.9400179  0.71460605 0.84795207 0.97224706
 0.5466945  0.6895401  0.6709298  0.84221864 0.9717468  0.74550915
 0.88861793 0.91698664 0.7218015  0.96492755 0.95583    0.9725964
 0.80373114 0.7458985  0.72899854 0.98729175 0.8759936  0.9362811
 0.3914745  0.88506067 0.9545407  0.21852367]",17.7370502948761,9.551781433514135
GradSymplecticNNgHMC,0.55,banana,0.05083309,"[0.9303364  0.9850534  0.644199   0.30083025 0.91173744 0.9634838
 0.00624335 0.83025396 0.9874191  0.76324624 0.6492818  0.5428168
 0.96083486 0.47002813 0.9157979  0.1528484  0.78186816 0.85438913
 0.9868786  0.8338685  0.9268591  0.9849019  0.25576818 0.951478
 0.7550367  0.8915694  0.60553443 0.49968666 0.96609366 0.5894391
 0.85228413 0.89995086 0.70276606 0.9774637  0.11592697 0.93430185
 0.31904572 0.6056492  0.9712124  0.90238655 0.9378401  0.9563171
 0.1881135  0.8405382  1.2146493  0.61662465 0.81489587 0.8476871
 0.7196252  0.8613872  0.7756494  0.68225116 0.7938843  0.95019746
 0.42975146 0.21091127 0.44312748 0.9416305  0.94686985 0.96979773
 0.62043095 0.9524121  0.9807422  0.6476029  0.35326272 0.93968105
 0.8615896  0.44436806 0.6383412  0.02640625 0.41642627 0.7697027
 0.93140495 0.97154164 0.91899914 0.66533744 0.83238906 0.9787564
 0.5698419  0.62699383 0.69183946 0.8052167  0.97529477 0.72496974
 0.90946174 0.928162   0.7359667  0.97152627 0.9596185  0.9804985
 0.78691596 0.68437433 0.67278373 0.9820091  0.86830413 0.92844915
 0.34437943 0.8487992  0.95401955 0.08027858]",69.2766842842102,1.4467940844799463
